alpha,a,b,c,phi1,PHI,phi2,volume,phaseID
6.4704537,2.4986262,0.49004892,2.4986262,225.48083756830573,124.4443650264537,58.3065697501635,12.815355,1
2.5044363,3.0242035,1.9147304,3.0242035,74.12900749477511,31.197220273078244,89.45971511093992,73.35307,1
2.8455572,1.3792119,1.1242648,1.3792119,34.699058322136345,19.76423993199971,295.3011693484793,8.958169,1
1.2448503,4.015849,1.5548682,4.015849,199.10389319104758,62.12701524556767,108.2242659135076,105.03571,1
99.3787,0.9861225,1.1831145,0.9861225,183.79564174495198,94.1061966680348,47.53994800440714,4.8192244,1
140.411,1.4849378,1.0074682,1.4849378,190.5469360017171,38.561301397800825,336.5217988218444,9.305431,1
6.7175345,2.7370524,1.0317651,2.7370524,55.62747086339243,95.81803878721898,337.18439516089626,32.376934,1
59.81468,0.98787063,1.4105837,0.98787063,79.86703616212156,110.70958624398078,341.02835310914435,5.7661724,1
165.91335,7.0562572,2.2709565,7.0562572,130.64474030777234,42.25116058638664,359.50962857573444,473.6377,1
4.4209933,11.262948,3.9959006,11.262948,183.0203897535044,53.83057763869134,261.2791930671884,2123.2808,1
2.3236034,3.1330593,1.4616882,3.1330593,202.07275206802586,55.959078849998875,12.305912060508831,60.100845,1
153.95564,2.017269,0.99130213,2.017269,240.77286063470675,163.42611260532027,359.2715332998958,16.897493,1
136.83342,0.9070097,0.5672804,0.9070097,247.66728076452347,125.72137914951347,262.54145087449643,1.9548358,1
155.3152,0.8872164,0.37742275,0.8872164,312.2797452330215,168.06452670845005,188.80975377888208,1.2444453,1
165.35002,1.6255549,0.8988559,1.6255549,218.22425296323874,113.25784158611478,357.53528221046474,9.949059,1
139.81375,1.8768938,1.2110724,1.8768938,357.3267108156588,106.84372193649322,165.6450801529382,17.870558,1
11.51715,1.7529821,1.2029033,1.7529821,202.6264239948608,88.71907668083712,255.82400507065117,15.483684,1
10.224129,1.3558022,0.65561503,1.3558022,338.1107699104291,120.0471563886803,342.41077843682115,5.048126,1
169.95377,2.0535164,0.9262263,2.0535164,279.5373667366858,52.55819928340851,106.54815010379266,16.360708,1
24.884111,2.6407223,1.4270688,2.6407223,61.620585453188504,117.46224609401193,196.71415615631778,41.68492,1
36.387417,0.76918334,0.44035226,0.76918334,70.45511208951989,96.61599259379004,52.98455645821541,1.0913111,1
48.94,0.49952736,0.819784,0.49952736,170.91913664872226,103.54957101626704,106.69423012574636,0.85685354,1
143.01576,3.042047,2.4640434,3.042047,252.57236110016123,56.92892596269491,214.3948587659299,95.51439,1
13.768573,0.9040389,0.5900641,0.9040389,340.86215314414954,141.30806889598642,253.8056114368297,2.0200498,1
175.92702,1.9785943,0.6628895,1.9785943,345.88264101664566,64.72527362462033,82.56779136872098,10.870344,1
57.469418,2.467072,6.2749877,2.467072,95.327817567086,55.77022071079857,247.3947261550496,159.97981,1
7.0550666,9.666165,3.7700624,9.666165,355.58016409042983,67.55012619361749,101.06478770984765,1475.5219,1
0.670365,12.855361,3.488013,12.855361,109.56874572411546,41.68611743767458,73.36211222975615,2414.5447,1
177.02159,0.85425496,0.3817756,0.85425496,134.21949969755642,101.87798556629912,130.03904438552553,1.1670026,1
123.49443,1.8563018,3.5049207,1.8563018,357.36671563920487,127.18530473744393,124.69666542549518,50.58992,1
176.04576,7.9315047,5.6204925,7.9315047,173.91893555328124,134.57725485690634,179.10561610319252,1481.0652,1
104.37673,1.7529687,3.1996284,1.7529687,232.31687118114718,55.52819245970966,68.2904628073099,41.184753,1
2.9061995,4.8768516,2.6939614,4.8768516,183.92090499263114,87.27565731813651,67.61473213661075,268.3855,1
141.24883,1.6374948,0.93599695,1.6374948,310.65247467647464,107.92979006789217,243.230448400735,10.512909,1
102.31933,0.83473283,1.7748777,0.83473283,101.92381485847368,145.83027257602257,142.5810966361823,5.1802654,1
30.582039,1.6837436,1.4226717,1.6837436,323.8703927363529,82.15996111087107,333.61007708501387,16.894495,1
151.90985,2.3698356,1.9904109,2.3698356,140.78883706143762,42.029296751108305,15.479236722991736,46.823925,1
24.548027,1.7284095,1.0461247,1.7284095,326.05565423903477,57.8586838405626,190.21854298043087,13.090775,1
178.46202,4.693198,1.7504452,4.693198,23.23025583785673,24.227011927433235,138.72655197828337,161.5009,1
0.6409852,8.273694,3.1985755,8.273694,299.1439258739692,83.44622907618643,6.078392850707881,917.15796,1
177.80684,2.6172562,1.0980513,2.6172562,309.46567350007587,57.25328855383087,313.70775375969623,31.50676,1
149.87973,0.65879065,0.5436098,0.65879065,147.37204728719124,155.45205073062354,192.92655254713577,0.98825896,1
165.16081,4.880847,2.762851,4.880847,305.5434390498413,140.03270736726608,116.36309322855988,275.69983,1
120.80345,1.0785261,2.216375,1.0785261,61.77661289951517,74.63245341902113,47.33524848515389,10.79924,1
80.852646,2.1109369,6.718738,2.1109369,193.39803039715585,104.97367738780211,43.51346967588379,125.408455,1
122.339,4.030245,5.7930727,4.030245,286.7617344852149,105.05346535631764,242.75039916838293,394.14905,1
68.50766,1.877149,3.5696554,1.877149,181.10863386274013,122.93726377646304,59.33442349117901,52.688084,1
48.201756,2.7324104,2.9227083,2.7324104,249.05847660620458,147.56874988315593,109.96785426560432,91.40417,1
6.6857033,3.9480126,2.9171124,3.9480126,49.59826742054099,16.872909176097718,293.4873978577299,190.45784,1
0.64176303,12.632559,3.51083,12.632559,344.7429126791634,122.11057012804591,30.814040266021376,2346.827,1
178.81578,6.4214745,1.61805,6.4214745,171.98255758424537,139.6454304110466,93.71000539919329,279.47958,1
1.981131,2.7297044,0.9881949,2.7297044,116.66291290181235,78.03803340042023,49.75911671766654,30.843416,1
168.79938,0.7221993,0.5055707,0.7221993,282.23353726497845,39.94554253034017,41.86286407404362,1.1045482,1
11.069909,1.1399175,0.5128634,1.1399175,92.59919815614205,95.17282209983917,89.24786371907136,2.791497,1
170.22127,7.43114,4.0603833,7.43114,74.55382140268892,29.997945157892133,328.4998601008319,939.21826,1
8.551584,2.1464078,0.74720883,2.1464078,327.3555005795067,23.537043110372796,218.60178427347404,14.419662,1
178.52432,1.6975361,0.6152366,1.6975361,116.37276397882033,115.93530973360643,13.31168445359082,7.426237,1
156.31671,3.1800191,2.3431463,3.1800191,59.93493364702759,140.0256923163948,245.8073576082001,99.25388,1
167.06302,3.1375139,2.4445472,3.1375139,31.24982959087341,71.95853829764107,197.0844646432324,100.79949,1
9.005708,2.9657214,1.1859972,2.9657214,66.36102220749413,95.82976734494727,260.62904105865846,43.695126,1
1.9999592,2.124326,1.1613421,2.124326,239.98618766210018,132.66832738352676,170.52779575347571,21.952862,1
9.719593,3.7220771,2.791993,3.7220771,359.8068832522496,56.93391428687349,212.80814997047165,162.02188,1
110.70093,0.67910725,0.74586844,0.67910725,149.6618055494217,114.83532413445107,142.70734343255202,1.4408792,1
8.844181,0.9483248,0.8459911,0.9483248,345.8470756859983,40.14800664687608,328.7572478025863,3.186901,1
47.468227,0.6342891,0.7840237,0.6342891,113.66595161110659,23.318394926933685,233.4761131209475,1.3212723,1
65.03961,1.6032829,2.7852337,1.6032829,120.2470424273585,92.46035427076531,220.32036117323835,29.989597,1
55.34414,2.0702868,4.1967263,2.0702868,28.859156741043073,79.4187158753718,250.98977428876154,75.34601,1
0.6205046,3.4156349,1.7313236,3.4156349,118.22679557631429,59.687258378109455,295.77523837973115,84.607666,1
13.247113,1.4402477,0.5803911,1.4402477,282.29193865851886,17.376179434165763,253.98885642058346,5.042939,1
0.7263995,6.307937,1.939348,6.307937,188.66071651211197,83.14362007612867,156.58713722199636,323.23553,1
177.44067,0.97422457,0.48754737,0.97422457,345.6867830517121,136.6978381376907,291.13581262847066,1.9383116,1
173.59941,1.0676279,0.7372006,1.0676279,297.8249959553085,63.94489802904323,260.59163102720987,3.5197687,1
176.40675,3.0934658,1.5927256,3.0934658,165.28768709134488,137.45489207403034,232.30344545249682,63.84402,1
0.62785363,7.089378,2.1248543,7.089378,175.40655426781774,116.81258575862164,331.25747446256736,447.33618,1
134.79015,0.59153926,0.99386746,0.59153926,322.54470712044656,89.20748670896401,95.88452126059768,1.4567474,1
133.51398,4.3232865,7.9265785,4.3232865,107.15999371572221,107.57620557955663,180.58805733453715,620.5866,1
174.38255,2.2559135,0.9356021,2.2559135,110.5705165873976,93.28628143293201,96.85544784244014,19.94457,1
10.622663,1.5191364,0.32917672,1.5191364,109.6577126396436,147.0574599671018,103.95965796922343,3.1820817,1
4.529012,2.9249477,1.9737525,2.9249477,242.9799242928973,38.84942665516067,9.644385554869286,70.73226,1
129.86127,0.61678344,0.99455434,0.61678344,260.87914972474516,127.63352833462561,22.64359006634649,1.5848294,1
160.82974,7.3566875,4.255898,7.3566875,257.94598996297503,105.23931541935376,291.3859169034271,964.8159,1
2.4214466,3.919527,2.16947,3.919527,280.1631819375971,132.7945860090993,354.5650435331232,139.60777,1
3.1431475,11.088445,4.3178587,11.088445,216.91353138136535,63.7351740750891,16.057785969355585,2223.8132,1
145.62636,2.751488,2.1051223,2.751488,309.6593157195502,63.92972964416573,234.19389457679904,66.757675,1
29.74431,1.9296334,0.42331716,1.9296334,250.6585414981285,35.84236362250662,143.37835972021207,6.602434,1
47.55361,0.67761815,1.2780339,0.67761815,289.80139745046324,37.12683053486838,221.40270329569233,2.4581084,1
7.3231807,1.1510606,0.38739145,1.1510606,350.185153774939,82.99662846751053,259.57246759051816,2.149983,1
167.18849,0.7453795,0.4687441,0.7453795,15.27418330032106,86.63967757088399,78.0492142611937,1.0908859,1
11.396687,2.218837,0.9587449,2.218837,54.21575814304436,95.44798018362752,188.13554169821387,19.77163,1
110.04009,0.7307487,0.80124575,0.7307487,119.27449110192613,134.04799798343842,112.7754375648398,1.7922165,1
8.197938,1.6417531,1.0590897,1.6417531,264.8729345646299,82.27574922833071,197.088833672052,11.957407,1
2.884941,4.83587,2.2553353,4.83587,199.09019177470307,118.94317205761689,61.047833643006186,220.9271,1
32.354168,5.542593,3.4353766,5.542593,177.40660570271282,116.67820690370428,91.2170578040575,442.06787,1
87.69139,0.4785007,0.84731185,0.4785007,74.33339418783994,146.64327566940378,308.54323204381143,0.8126378,1
52.11715,3.5691915,4.258444,3.5691915,327.27208630784685,140.1272964465961,132.1268165297206,227.23709,1
84.21628,1.2294221,4.591461,1.2294221,326.36583265729433,82.68916892199127,0.4870474368092707,29.069769,1
11.166229,2.4863155,1.6873137,2.4863155,348.98889372499565,150.89443328057442,224.9714113510169,43.6915,1
28.309233,4.256355,1.3768641,4.256355,349.18392434871436,124.12760117002911,337.78733102050273,104.48533,1
135.55458,6.9226565,2.747676,6.9226565,176.74211488969877,158.46489703793927,106.86827992761206,551.5688,1
61.520866,2.3648481,2.5079813,2.3648481,266.41521483133175,68.06789032853271,310.76123282478386,58.751564,1
0.74931,12.616376,2.2794507,12.616376,201.5057101189258,123.33003583587835,102.52208172526443,1519.8057,1
144.8448,6.4730268,2.6066763,6.4730268,284.9585012862346,94.51639142279946,89.15813118427974,457.49942,1
128.47298,1.0241524,1.5815281,1.0241524,163.17744472424152,32.375862122646595,240.27298304372033,6.948558,1
3.9898233,3.0134387,1.1546152,3.0134387,103.58945232102285,81.66416433160099,8.501014453863286,43.918816,1
111.36918,0.6937863,1.1857305,0.6937863,37.022918604637525,79.61270194350817,74.53363077418928,2.3907056,1
70.43394,1.4336845,2.3627555,1.4336845,288.25464087050267,54.61986160938078,108.4910563504768,20.34298,1
179.37927,2.5551183,1.1217082,2.5551183,103.54816307976421,109.19305137133274,154.27434757390444,30.67542,1
161.91028,1.2186451,0.7848609,1.2186451,14.232142429762025,39.189039859651096,70.64649230138407,4.8824277,1
17.445154,1.1568929,0.7445385,1.1568929,194.0360088188582,75.48818706254296,48.29146952542992,4.1740923,1
178.32066,1.378323,0.6977064,1.378323,135.2892216777453,115.96591101461037,104.173416772126,5.552177,1
173.60959,6.4663787,3.2436242,6.4663787,224.9300791846165,127.11666564310502,102.53408375914756,568.1217,1
123.93019,3.4053638,8.300709,3.4053638,271.5608121686429,167.50571046188654,174.03969629696562,403.20956,1
103.3394,1.3166287,1.8856404,1.3166287,133.5853253116157,147.36540547088097,50.871060859470155,13.692227,1
1.8515424,11.472308,3.8620768,11.472308,350.01687502747694,42.862936851414375,241.25656878187803,2129.1738,1
174.88237,4.8449893,1.3363851,4.8449893,28.045383946296223,105.37069494181611,167.14751768006732,131.40318,1
177.35657,0.85785013,0.39153278,0.85785013,93.56912171129588,97.32470973789599,173.76348504533036,1.2069231,1
159.16245,3.7230306,1.9362881,3.7230306,295.4714961165139,65.20840308721795,196.29593310058874,112.422134,1
174.89606,3.077324,0.927532,3.077324,139.83126419709424,26.534013422465158,131.14749123881168,36.792892,1
4.0903597,1.2852534,0.4811971,1.2852534,181.66110135418728,111.59904869896457,210.14004611221884,3.3295774,1
178.59772,13.578845,2.7687147,13.578845,120.65822474053137,59.328865248978644,43.53351072036414,2138.4175,1
1.2479776,6.1253514,0.88950616,6.1253514,59.41095083963732,118.75547579224197,136.61904419393898,139.79756,1
4.102155,3.998282,1.3070836,3.998282,5.423867184193528,73.6824355881983,306.21305056779784,87.52635,1
15.485034,0.9955548,0.46894556,0.9955548,344.023433141727,49.84299430018809,224.66611045332195,1.9468899,1
97.877365,1.4010725,2.4470963,1.4010725,299.8677893149611,161.09265533071917,277.0915230577488,20.121525,1
165.94713,3.089072,1.1887378,3.089072,287.41865371081195,155.63337840658374,174.47259859423843,47.515,1
104.72818,5.2644253,5.5748715,5.2644253,171.96129889143393,103.58024545007929,234.88491832557744,647.1805,1
39.79146,0.88423634,0.7294362,0.88423634,237.71525904575438,129.62880514528453,85.8437856816693,2.3889806,1
0.484715,4.6555767,1.0630506,4.6555767,171.63770175375817,122.98770755379365,224.57478814176164,96.513824,1
3.1759763,1.020586,0.35410348,1.020586,202.50481985659525,50.93371364459245,39.69182028811846,1.5449628,1
174.38028,2.800252,1.6082326,2.800252,46.76144203176844,79.03265155112636,132.33560430958585,52.824055,1
24.459969,0.85648483,0.39753503,0.85648483,91.65254331271112,33.98318816599767,105.28309382856068,1.2215278,1
73.99179,0.90161747,1.5508119,0.90161747,286.1649539791918,61.28819670417522,96.30726455608686,5.2807107,1
172.38785,6.524315,3.41894,6.524315,236.15249923772214,97.32197465344763,359.73286405818004,609.607,1
108.64698,2.0245125,3.103861,2.0245125,64.64102127461213,66.23629356688475,190.5768280752792,53.2883,1
78.154396,0.9615489,2.090099,0.9615489,254.60191605821356,51.22126228238155,77.84408047788807,8.094653,1
3.0242443,7.4219937,2.2253718,7.4219937,130.07373088217525,125.5091780576892,119.78835483000992,513.4905,1
142.20029,1.5697833,1.1859488,1.5697833,67.89753983451446,27.910967292117263,179.37226831821062,12.241483,1
167.20526,2.8039098,1.7098769,2.8039098,322.6886924102056,57.24971898627042,38.483067220448035,56.309483,1
151.75085,3.678589,3.1290984,3.678589,351.7582139725234,68.67473594641888,169.82127054346267,177.36601,1
4.3801074,12.618379,4.283055,12.618379,344.6521395112129,131.11666575250325,157.742067282669,2856.5996,1
178.05956,3.9694598,1.0780727,3.9694598,216.98464877709355,119.3253558371688,11.457321963478636,71.15402,1
130.50157,0.38289365,1.0356983,0.38289365,251.43817676499887,34.29768961535467,134.84023362595474,0.6360309,1
167.77565,6.0077133,3.1589882,6.0077133,74.86340727865486,90.9544275044776,149.2192387455883,477.58978,1
92.3154,2.1892467,2.6903656,2.1892467,252.52329684994157,35.68493485619275,296.22483362899425,54.01188,1
21.205593,1.0958626,0.70916486,1.0958626,232.73558628318202,41.871644915899545,239.84673102852003,3.5673692,1
178.65642,5.2893553,1.0268809,5.2893553,79.5094622995238,102.27720506332179,307.8623489542241,120.34115,1
6.51245,0.9147988,0.46697325,0.9147988,212.8411212427044,77.36383864753941,122.47080194567272,1.6369364,1
155.53311,5.3624926,3.5897846,5.3624926,118.86821783390562,166.39811990644944,279.873079526286,432.40472,1
1.7089562,2.02766,0.23043656,2.02766,36.16789506579495,99.49135369978707,95.13111800253034,3.9685354,1
97.09763,0.5138704,0.91309565,0.5138704,100.31533228718263,43.82828987123348,349.9981275705439,1.0099785,1
3.3029847,0.8018941,0.45725065,0.8018941,324.5973113373599,81.69456113145897,144.7416811322809,1.2316208,1
170.09724,2.3244019,0.6409476,2.3244019,262.8134695505156,88.44550508968636,249.1367818926064,14.505528,1
30.029778,3.5834775,2.0354707,3.5834775,290.23736463600227,75.33491097078642,182.18569334222292,109.487076,1
17.656746,1.7739787,0.9983861,1.7739787,191.45896526256934,138.77264172301977,120.08515293671442,13.16085,1
3.2563,0.7718435,0.4743194,0.7718435,24.276996962393586,67.02233403399055,343.7692407548376,1.1836356,1
125.94972,2.0486982,4.5783067,2.0486982,269.99366681185734,88.76357493161825,54.87151399953937,80.491394,1
146.00871,1.8847636,0.41135916,1.8847636,279.67203890911077,86.33608274509493,252.622794436424,6.1210165,1
175.46487,3.2998884,1.9504344,3.2998884,298.71995289900883,105.98140011715442,92.00444613286624,88.96486,1
169.01396,3.3280308,1.8526349,3.3280308,50.72077434048227,62.1691333802214,14.223597388495845,85.95144,1
64.996826,1.5385363,2.311357,1.5385363,57.28133967282894,5.421579980656647,71.83740586526758,22.917707,1
50.913055,4.81658,6.3084455,4.81658,182.4269811014118,108.807271107275,178.44062577950595,613.03955,1
59.755196,0.62648314,0.83121765,0.62648314,163.54194798719757,124.60584284474596,232.61658109658646,1.3665394,1
4.2309446,11.262644,1.9494393,11.262644,257.5652882300995,81.21355581596212,208.55095257024112,1035.8075,1
173.91582,4.849391,1.405657,4.849391,7.605094731094429,43.75711528203378,132.96433052983159,138.46576,1
108.832886,0.7984444,0.901252,0.7984444,160.43499258985804,87.19459406673177,227.13993108050954,2.4067123,1
120.71922,0.8646651,1.386928,0.8646651,187.54720553474826,139.12117647766843,44.24261665847336,4.3434854,1
127.628174,0.79501736,0.92488706,0.79501736,217.67917084723078,72.74650426077294,324.4143518750939,2.4486716,1
169.87169,5.9933586,2.3710759,5.9933586,205.62745462050967,146.8387646389426,61.772312050230504,356.75873,1
6.9343557,5.8017898,4.6918387,5.8017898,159.67387011239455,65.00139305671446,49.646245041964605,661.53937,1
120.884254,0.6103192,1.2039541,0.6103192,104.45692225425094,55.65408851278938,270.2248632292475,1.8785062,1
167.60481,3.4765966,1.0638808,3.4765966,328.32550399168383,115.40186966636911,187.8397120697981,53.862957,1
1.4307684,2.7048373,0.9704871,2.7048373,258.31284736570234,105.40165968154707,353.5873341712099,29.74135,1
22.979355,1.8274208,1.3116084,1.8274208,228.0033689140454,84.12204724824585,59.7563609462295,18.347208,1
